ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Evenki_StonyTunguska-45_standv-1,,Evenki_StonyTunguska,45_standv,ili-t-,ili-t-,i l i + t,stand.up-IPFV-,Vasilevich1958;Oskolskaya2021,45_standv-133,false,^ i l i - t -$,default
Hezhe-46_bitev-1,,Hezhe,46_bitev,ɕanə-,ɕanə-,ɕ a n ə,,Zhangetal.1989;Oskolskaya2021,46_bitev-134,false,^ ɕ a n ə -$,default
Ulcha-46_bitev-1,,Ulcha,46_bitev,səqpən-,səqpən-,s ə q p ə n,,Sunik1985;Oskolskaya2021,46_bitev-135,false,^ s ə q p ə n -$,default
Kur_Urmi-46_bitev-1,,Kur_Urmi,46_bitev,səpkə.nə-,səpkə.nə-,s ə p k ə + n ə,bite.PFV-,Sunik1958;Oskolskaya2021,46_bitev-135,false,^ s ə p k ə . n ə -$,default
Oroch-46_bitev-1,,Oroch,46_bitev,səpːən-,səpːən-,s ə pː ə n,,AvrorinLebedeva1978;Oskolskaya2021,46_bitev-135,false,^ s ə pː ə n -$,default
Nanai_Najkhin-46_bitev-1,,Nanai_Najkhin,46_bitev,səkpən-,səkpən-,s ə k p ə n,,Onenko1980;Oskolskaya2021,46_bitev-135,false,^ s ə k p ə n -$,default
Udihe-46_bitev-1,,Udihe,46_bitev,iktə-mə-,iktə-mə-,i k t ə + m ə,tooth-SUF-,Girfanova2001;Oskolskaya2021,46_bitev-136,false,^ i k t ə - m ə -$,default
Ulcha-46_bitev-2,,Ulcha,46_bitev,iqtəmən-,iqtəmən-,i q t ə m ə n,,Sunik1985;Oskolskaya2021,46_bitev-136,false,^ i q t ə m ə n -$,default
Even-46_bitev-1,,Even,46_bitev,iːtmen-,iːtmen-,iː t m e n,tooth-VBLZ-,Novikova1980;Oskolskaya2021,46_bitev-136,false,^ iː t m e n -$,default
Orok-46_bitev-1,,Orok,46_bitev,iktəmən-,iktəmən-,i k t ə m ə n,,Ikegami1997;Oskolskaya2021,46_bitev-136,false,^ i k t ə m ə n -$,default
Manchu-46_bitev-1,,Manchu,46_bitev,sai-,sai-,s ai,,Norman1978;Oskolskaya2021,46_bitev-137,false,^ s ai -$,default
Nanai_Bikin-46_bitev-1,,Nanai_Bikin,46_bitev,sjæː-,sjæː-,s j æː,,Sem1976;Oskolskaya2021,46_bitev-137,false,^ s j æː -$,default
Xibe-46_bitev-1,,Xibe,46_bitev,sɑ-,sɑ-,s ɑ,,Li1986;Oskolskaya2021,46_bitev-137,false,^ s ɑ -$,default
Jurchen-46_bitev-1,,Jurchen,46_bitev,u,u,u,,Kane1989;Oskolskaya2021,46_bitev-138,false,^ u $,default
Solon-46_bitev-1,,Solon,46_bitev,xɪxɛ-,xɪxɛ-,x ɪ x ɛ,,Dorji1998;Oskolskaya2021,46_bitev-139,false,^ x ɪ x ɛ -$,default
Evenki_Strelka_Chun-46_bitev-1,,Evenki_Strelka_Chun,46_bitev,kik-,kik-,k i k,,Andreeva2007;Oskolskaya2021,46_bitev-139,false,^ k i k -$,default
Evenki_Tutonchany-46_bitev-1,,Evenki_Tutonchany,46_bitev,kiki-,kiki-,k i k i,,Kombagir2008;Oskolskaya2021,46_bitev-139,false,^ k i k i -$,default
Oroqen-46_bitev-1,,Oroqen,46_bitev,kek-,kek-,k e k,,Hu1986;Oskolskaya2021,46_bitev-139,false,^ k e k -$,default
Evenki_Teteya-46_bitev-1,,Evenki_Teteya,46_bitev,kik-,kik-,k i k,,Kaplina2018;Oskolskaya2021,46_bitev-139,false,^ k i k -$,default
Evenki_Khamnigan-46_bitev-1,,Evenki_Khamnigan,46_bitev,kiki-,kiki-,k i k i,,Tsumagari1992;Oskolskaya2021,46_bitev-139,false,^ k i k i -$,default
Evenki_Chiringda-46_bitev-1,,Evenki_Chiringda,46_bitev,kik-,kik-,k i k,,Eldogir2007;Oskolskaya2021,46_bitev-139,false,^ k i k -$,default
Negidal-46_bitev-1,,Negidal,46_bitev,kek- ~ kik-,kek-,k e k,,Cincius1982;Oskolskaya2021,46_bitev-139,false,^ k e k -$,default
Negidal-46_bitev-2,,Negidal,46_bitev,kek- ~ kik-,kik-,k i k,,Cincius1982;Oskolskaya2021,46_bitev-139,false,^ k i k -$,default
Evenki_StonyTunguska-46_bitev-1,,Evenki_StonyTunguska,46_bitev,kɨk-,kɨk-,k ɨ k,,Vasilevich1958;Oskolskaya2021,46_bitev-139,false,^ k ɨ k -$,default
Solon-47_backn-1,,Solon,47_backn,daram,daram,d a r a m,,Dorji1998;Oskolskaya2021,47_backn-140,false,^ d a r a m $,default
Manchu-47_backn-1,,Manchu,47_backn,dara,dara,d a r a,"waist, lower back",Norman1978;Oskolskaya2021,47_backn-140,false,^ d a r a $,default
Oroqen-47_backn-1,,Oroqen,47_backn,darama,darama,d a r a m a,,Hu1986;Oskolskaya2021,47_backn-140,false,^ d a r a m a $,default
Kur_Urmi-47_backn-1,,Kur_Urmi,47_backn,darma,darma,d a r m a,,Sunik1958;Oskolskaya2021,47_backn-140,false,^ d a r m a $,default
Oroch-47_backn-1,,Oroch,47_backn,daːma,daːma,d aː m a,,AvrorinLebedeva1978;Oskolskaya2021,47_backn-140,false,^ d aː m a $,default
Orok-47_backn-1,,Orok,47_backn,dɑrɑmɑ,dɑrɑmɑ,d ɑ r ɑ m ɑ,,Ikegami1997;Oskolskaya2021,47_backn-140,false,^ d ɑ r ɑ m ɑ $,default
Hezhe-47_backn-1,,Hezhe,47_backn,tarma,tarma,t a r m a,,Zhangetal.1989;Oskolskaya2021,47_backn-140,false,^ t a r m a $,default
Nanai_Najkhin-47_backn-1,,Nanai_Najkhin,47_backn,darama,darama,d a r a m a,,Onenko1980;Oskolskaya2021,47_backn-140,false,^ d a r a m a $,default
Nanai_Bikin-47_backn-1,,Nanai_Bikin,47_backn,darama ~ darma,darama,d a r a m a,,Sem1976;Oskolskaya2021,47_backn-140,false,^ d a r a m a $,default
Nanai_Bikin-47_backn-2,,Nanai_Bikin,47_backn,darama ~ darma,darma,d a r m a,,Sem1976;Oskolskaya2021,47_backn-140,false,^ d a r m a $,default
Xibe-47_backn-1,,Xibe,47_backn,dɑrɘm,dɑrɘm,d ɑ r ɘ m,waist,Li1986;Oskolskaya2021,47_backn-140,false,^ d ɑ r ɘ m $,default
Negidal-47_backn-1,,Negidal,47_backn,dajama,dajama,d a j a m a,,Cincius1982;Oskolskaya2021,47_backn-140,false,^ d a j a m a $,default
Udihe-47_backn-1,,Udihe,47_backn,aka,aka,a k a,,Girfanova2001;Oskolskaya2021,47_backn-141,false,^ a k a $,default
Oroch-47_backn-2,,Oroch,47_backn,aqːa(n),aqːa,a qː a,,AvrorinLebedeva1978;Oskolskaya2021,47_backn-141,false,^ a qː a $,default
Orok-47_backn-2,,Orok,47_backn,/at.ta/,at.ta,a t + t a,,Czerwinskisfielddata;Oskolskaya2021,47_backn-141,false,^ a t . t a $,default
Ulcha-47_backn-1,,Ulcha,47_backn,niki(n),niki,n i k i,,Sunik1985;Oskolskaya2021,47_backn-142,false,^ n i k i $,default
Manchu-47_backn-2,,Manchu,47_backn,fjisa,fjisa,f j i s a,,Norman1978;Oskolskaya2021,47_backn-143,false,^ f j i s a $,default
Jurchen-47_backn-1,,Jurchen,47_backn,fisa,fisa,f i s a,,Kane1989;Oskolskaya2021,47_backn-143,false,^ f i s a $,default
Xibe-47_backn-2,,Xibe,47_backn,fizɑ,fizɑ,f i z ɑ,,Li1986;Oskolskaya2021,47_backn-143,false,^ f i z ɑ $,default
Even-47_backn-1,,Even,47_backn,ɲiˁriˁ,ɲiˁriˁ,ɲ iˤ/i ʕ r iˤ/i ʕ,,Novikova1980;Oskolskaya2021,47_backn-144,false,^ ɲ iˁ r iˁ $,default
Evenki_Strelka_Chun-47_backn-1,,Evenki_Strelka_Chun,47_backn,sogdonno,sogdonno,s o g d o nː o,,Andreeva2007;Oskolskaya2021,47_backn-145,false,^ s o g d o nn o $,default
Evenki_Tutonchany-47_backn-1,,Evenki_Tutonchany,47_backn,hondondo,hondondo,h o n d o n d o,,Kombagir2008;Oskolskaya2021,47_backn-145,false,^ h o n d o n d o $,default
Oroqen-47_backn-2,,Oroqen,47_backn,ʃigdə,ʃigdə,ʃ i g d ə,,Hu1986;Oskolskaya2021,47_backn-145,false,^ ʃ i g d ə $,default
Evenki_Teteya-47_backn-1,,Evenki_Teteya,47_backn,hogdonno,hogdonno,h o g d o nː o,,Kaplina2018;Oskolskaya2021,47_backn-145,false,^ h o g d o nn o $,default
Evenki_Khamnigan-47_backn-1,,Evenki_Khamnigan,47_backn,sogdondo,sogdondo,s o g d o n d o,,Tsumagari1992;Oskolskaya2021,47_backn-145,false,^ s o g d o n d o $,default
Evenki_Chiringda-47_backn-1,,Evenki_Chiringda,47_backn,hogdondo,hogdondo,h o g d o n d o,,Eldogir2007;Oskolskaya2021,47_backn-145,false,^ h o g d o n d o $,default
Evenki_StonyTunguska-47_backn-1,,Evenki_StonyTunguska,47_backn,səɣdənːə ~ soɣdon ~ soɣdonːo,səɣdənːə,s ə ɣ d ə nː ə,,Vasilevich1958;Oskolskaya2021,47_backn-145,false,^ s ə ɣ d ə nː ə $,default
Evenki_StonyTunguska-47_backn-2,,Evenki_StonyTunguska,47_backn,səɣdənːə ~ soɣdon ~ soɣdonːo,soɣdon,s o ɣ d o n,,Vasilevich1958;Oskolskaya2021,47_backn-145,false,^ s o ɣ d o n $,default
Evenki_StonyTunguska-47_backn-3,,Evenki_StonyTunguska,47_backn,səɣdənːə ~ soɣdon ~ soɣdonːo,soɣdonːo,s o ɣ d o nː o,,Vasilevich1958;Oskolskaya2021,47_backn-145,false,^ s o ɣ d o nː o $,default
Solon-48_windn-1,,Solon,48_windn,ədiŋ,ədiŋ,ə d i ŋ,,Dorji1998;Oskolskaya2021,48_windn-146,false,^ ə d i ŋ $,default
Udihe-48_windn-1,,Udihe,48_windn,ədi,ədi,ə d i,,Girfanova2001;Oskolskaya2021,48_windn-146,false,^ ə d i $,default
Evenki_Strelka_Chun-48_windn-1,,Evenki_Strelka_Chun,48_windn,ədɨn,ədɨn,ə d ɨ n,,Andreeva2007;Oskolskaya2021,48_windn-146,false,^ ə d ɨ n $,default
Evenki_Tutonchany-48_windn-1,,Evenki_Tutonchany,48_windn,ədɨn,ədɨn,ə d ɨ n,,Kombagir2008;Oskolskaya2021,48_windn-146,false,^ ə d ɨ n $,default
Manchu-48_windn-1,,Manchu,48_windn,ədun,ədun,ə d u n,,Norman1978;Oskolskaya2021,48_windn-146,false,^ ə d u n $,default
Ulcha-48_windn-1,,Ulcha,48_windn,xədu(n),xədu,x ə d u,,Sunik1985;Oskolskaya2021,48_windn-146,false,^ x ə d u $,default
Oroqen-48_windn-1,,Oroqen,48_windn,ədin,ədin,ə d i n,,Hu1986;Oskolskaya2021,48_windn-146,false,^ ə d i n $,default
Even-48_windn-1,,Even,48_windn,eden,eden,e d e n,,Novikova1980;Oskolskaya2021,48_windn-146,false,^ e d e n $,default
Kur_Urmi-48_windn-1,,Kur_Urmi,48_windn,ədin,ədin,ə d i n,,Sunik1958;Oskolskaya2021,48_windn-146,false,^ ə d i n $,default
Oroch-48_windn-1,,Oroch,48_windn,ədi(n),ədi,ə d i,,AvrorinLebedeva1978;Oskolskaya2021,48_windn-146,false,^ ə d i $,default
Jurchen-48_windn-1,,Jurchen,48_windn,ədu,ədu,ə d u,,Kane1989;Oskolskaya2021,48_windn-146,false,^ ə d u $,default
Orok-48_windn-1,,Orok,48_windn,xədu(n),xədu,x ə d u,,Ikegami1997;Oskolskaya2021,48_windn-146,false,^ x ə d u $,default
Evenki_Teteya-48_windn-1,,Evenki_Teteya,48_windn,ədɨn,ədɨn,ə d ɨ n,,Kaplina2018;Oskolskaya2021,48_windn-146,false,^ ə d ɨ n $,default
Hezhe-48_windn-1,,Hezhe,48_windn,ɜdin,ɜdin,ɜ d i n,,Zhangetal.1989;Oskolskaya2021,48_windn-146,false,^ ɜ d i n $,default
Nanai_Najkhin-48_windn-1,,Nanai_Najkhin,48_windn,xədwun,xədwun,x ə d w u n,,Onenko1980;Oskolskaya2021,48_windn-146,false,^ x ə dw u n $,default
Nanai_Bikin-48_windn-1,,Nanai_Bikin,48_windn,xədu(n),xədu,x ə d u,,Sem1976;Oskolskaya2021,48_windn-146,false,^ x ə d u $,default
Xibe-48_windn-1,,Xibe,48_windn,udun,udun,u d u n,,Li1986;Oskolskaya2021,48_windn-146,false,^ u d u n $,default
Evenki_Khamnigan-48_windn-1,,Evenki_Khamnigan,48_windn,ədin,ədin,ə d i n,,Tsumagari1992;Oskolskaya2021,48_windn-146,false,^ ə d i n $,default
Negidal-48_windn-1,,Negidal,48_windn,ədin,ədin,ə d i n,,Cincius1982;Oskolskaya2021,48_windn-146,false,^ ə d i n $,default
Evenki_StonyTunguska-48_windn-1,,Evenki_StonyTunguska,48_windn,ədɨn,ədɨn,ə d ɨ n,,Vasilevich1958;Oskolskaya2021,48_windn-146,false,^ ə d ɨ n $,default
Solon-49_smoken-1,,Solon,49_smoken,saŋaŋ,saŋaŋ,s a ŋ a ŋ,,Dorji1998;Oskolskaya2021,49_smoken-147,false,^ s a ŋ a ŋ $,default
Udihe-49_smoken-1,,Udihe,49_smoken,saŋɲa,saŋɲa,s a ŋ ɲ a,,Girfanova2001;Oskolskaya2021,49_smoken-147,false,^ s a ŋ ɲ a $,default
Evenki_Strelka_Chun-49_smoken-1,,Evenki_Strelka_Chun,49_smoken,saŋɲan,saŋɲan,s a ŋ ɲ a n,,Andreeva2007;Oskolskaya2021,49_smoken-147,false,^ s a ŋ ɲ a n $,default
Evenki_Tutonchany-49_smoken-1,,Evenki_Tutonchany,49_smoken,haŋɲan,haŋɲan,h a ŋ ɲ a n,,Kombagir2008;Oskolskaya2021,49_smoken-147,false,^ h a ŋ ɲ a n $,default
Manchu-49_smoken-1,,Manchu,49_smoken,ʃaŋgjijan,ʃaŋgjijan,ʃ a ŋ g j i j a n,,Norman1978;Oskolskaya2021,49_smoken-147,false,^ ʃ a ŋ g j i j a n $,default
Ulcha-49_smoken-1,,Ulcha,49_smoken,saŋɲa(n),saŋɲa,s a ŋ ɲ a,,Sunik1985;Oskolskaya2021,49_smoken-147,false,^ s a ŋ ɲ a $,default
Oroqen-49_smoken-1,,Oroqen,49_smoken,ʃaŋŋan,ʃaŋŋan,ʃ a ŋŋ/ŋː a n,,Hu1986;Oskolskaya2021,49_smoken-147,false,^ ʃ a ŋŋ a n $,default
Even-49_smoken-1,,Even,49_smoken,ħaˁːɲiˁn,ħaˁːɲiˁn,ħ aːˁ ɲ iˤ/i ʕ n,,Novikova1980;Oskolskaya2021,49_smoken-147,false,^ ħ aˁː ɲ iˁ n $,default
Kur_Urmi-49_smoken-1,,Kur_Urmi,49_smoken,saŋɲan,saŋɲan,s a ŋ ɲ a n,,Sunik1958;Oskolskaya2021,49_smoken-147,false,^ s a ŋ ɲ a n $,default
Oroch-49_smoken-1,,Oroch,49_smoken,saŋɲa(n),saŋɲa,s a ŋ ɲ a,,AvrorinLebedeva1978;Oskolskaya2021,49_smoken-147,false,^ s a ŋ ɲ a $,default
Jurchen-49_smoken-1,,Jurchen,49_smoken,ʃaŋgia,ʃaŋgia,ʃ a ŋ g i a,,Kane1989;Oskolskaya2021,49_smoken-147,false,^ ʃ a ŋ g ia $,default
Orok-49_smoken-1,,Orok,49_smoken,sɑŋnɑqɑ,sɑŋnɑqɑ,s ɑ ŋ n ɑ q ɑ,,Ikegami1997;Oskolskaya2021,49_smoken-147,false,^ s ɑ ŋ n ɑ q ɑ $,default
Evenki_Teteya-49_smoken-1,,Evenki_Teteya,49_smoken,haŋɲan,haŋɲan,h a ŋ ɲ a n,,Kaplina2018;Oskolskaya2021,49_smoken-147,false,^ h a ŋ ɲ a n $,default
Hezhe-49_smoken-1,,Hezhe,49_smoken,ʂaŋniɛn,ʂaŋniɛn,ʂ a ŋ n i/j ɛ n,,An1986;Oskolskaya2021,49_smoken-147,false,^ ʂ a ŋ n iɛ n $,default
Nanai_Najkhin-49_smoken-1,,Nanai_Najkhin,49_smoken,saɴɲan,saɴɲan,s a ɴ ɲ a n,,Onenko1980;Oskolskaya2021,49_smoken-147,false,^ s a ɴ ɲ a n $,default
Nanai_Bikin-49_smoken-1,,Nanai_Bikin,49_smoken,saŋɲa(n),saŋɲa,s a ŋ ɲ a,,Sem1976;Oskolskaya2021,49_smoken-147,false,^ s a ŋ ɲ a $,default
Xibe-49_smoken-1,,Xibe,49_smoken,sɑŋɘn,sɑŋɘn,s ɑ ŋ ɘ n,,Li1986;Oskolskaya2021,49_smoken-147,false,^ s ɑ ŋ ɘ n $,default
Evenki_Khamnigan-49_smoken-1,,Evenki_Khamnigan,49_smoken,saŋnan,saŋnan,s a ŋ n a n,,Tsumagari1992;Oskolskaya2021,49_smoken-147,false,^ s a ŋ n a n $,default
Evenki_Chiringda-49_smoken-1,,Evenki_Chiringda,49_smoken,haŋɲan,haŋɲan,h a ŋ ɲ a n,,Eldogir2007;Oskolskaya2021,49_smoken-147,false,^ h a ŋ ɲ a n $,default
Negidal-49_smoken-1,,Negidal,49_smoken,saŋɲan,saŋɲan,s a ŋ ɲ a n,,Cincius1982;Oskolskaya2021,49_smoken-147,false,^ s a ŋ ɲ a n $,default
Evenki_StonyTunguska-49_smoken-1,,Evenki_StonyTunguska,49_smoken,saŋɲan,saŋɲan,s a ŋ ɲ a n,,Vasilevich1958;Oskolskaya2021,49_smoken-147,false,^ s a ŋ ɲ a n $,default
Even-49_smoken-2,,Even,49_smoken,ħaˁmŋiˁsaˁn,ħaˁmŋiˁsaˁn,ħ aˤ/a ʕ m ŋ iˤ/i ʕ s aˤ/a ʕ n,,Novikova1980;Oskolskaya2021,49_smoken-148,false,^ ħ aˁ m ŋ iˁ s aˁ n $,default
Udihe-50_what-1,,Udihe,50_what,jə̰u (jə̰-),jə̰u_,j ə̰u,direct (oblique),Girfanova2001;Oskolskaya2021,50_what-149,false,^ j ə̰u _$,default
Evenki_Strelka_Chun-50_what-1,,Evenki_Strelka_Chun,50_what,əkun,əkun,ə k u n,,Andreeva2007;Oskolskaya2021,50_what-149,false,^ ə k u n $,default
Evenki_Tutonchany-50_what-1,,Evenki_Tutonchany,50_what,eːkun,eːkun,eː k u n,,Kombagir2008;Oskolskaya2021,50_what-149,false,^ eː k u n $,default
Manchu-50_what-1,,Manchu,50_what,ai,ai,ai,,Norman1978;Oskolskaya2021,50_what-149,false,^ ai $,default
Ulcha-50_what-1,,Ulcha,50_what,χaj,χaj,χ a j,,Sunik1985;Oskolskaya2021,50_what-149,false,^ χ a j $,default
Oroqen-50_what-1,,Oroqen,50_what,exʊn,exʊn,e x ʊ n,,Hu1986;Oskolskaya2021,50_what-149,false,^ e x ʊ n $,default
Even-50_what-1,,Even,50_what,iˁ͡aˁq,iˁ͡aˁq,i aˁ q,,Novikova1980;Oskolskaya2021,50_what-149,false,^ iˁ͡aˁq $,default
Kur_Urmi-50_what-1,,Kur_Urmi,50_what,eːma,eːma,eː m a,,Sunik1958;Oskolskaya2021,50_what-149,false,^ eː m a $,default
Oroch-50_what-1,,Oroch,50_what,jaː,jaː,j aː,,AvrorinLebedeva1978;Oskolskaya2021,50_what-149,false,^ j aː $,default
Orok-50_what-1,,Orok,50_what,χɑi,χɑi,χ ɑ i,,Ikegami1997;Oskolskaya2021,50_what-149,false,^ χ ɑ i $,default
Evenki_Teteya-50_what-1,,Evenki_Teteya,50_what,eːkun,eːkun,eː k u n,,Kaplina2018;Oskolskaya2021,50_what-149,false,^ eː k u n $,default
Hezhe-50_what-1,,Hezhe,50_what,ia,ia,i a,,Zhangetal.1989;Oskolskaya2021,50_what-149,false,^ ia $,default
Nanai_Najkhin-50_what-1,,Nanai_Najkhin,50_what,χaj,χaj,χ a j,,Onenko1980;Oskolskaya2021,50_what-149,false,^ χ a j $,default
Nanai_Bikin-50_what-1,,Nanai_Bikin,50_what,χae,χae,χ ae,,Sem1976;Oskolskaya2021,50_what-149,false,^ χ ae $,default
Xibe-50_what-1,,Xibe,50_what,ɑi,ɑi,ɑ i,,Li1986;Oskolskaya2021,50_what-149,false,^ ɑ i $,default
Evenki_Khamnigan-50_what-1,,Evenki_Khamnigan,50_what,ikun,ikun,i k u n,,Tsumagari1992;Oskolskaya2021,50_what-149,false,^ i k u n $,default
Evenki_Chiringda-50_what-1,,Evenki_Chiringda,50_what,eːkun,eːkun,eː k u n,what-DIM,Eldogir2007;Oskolskaya2021,50_what-149,false,^ eː k u n $,default
Negidal-50_what-1,,Negidal,50_what,ɛːxun ~ ɛːkun ~ ɛː,ɛːxun,ɛː x u n,,Cincius1982;Oskolskaya2021,50_what-149,false,^ ɛː x u n $,default
Negidal-50_what-2,,Negidal,50_what,ɛːxun ~ ɛːkun ~ ɛː,ɛːkun,ɛː k u n,,Cincius1982;Oskolskaya2021,50_what-149,false,^ ɛː k u n $,default
Negidal-50_what-3,,Negidal,50_what,ɛːxun ~ ɛːkun ~ ɛː,ɛː,ɛː,,Cincius1982;Oskolskaya2021,50_what-149,false,^ ɛː $,default
Evenki_StonyTunguska-50_what-1,,Evenki_StonyTunguska,50_what,əːkʉːn,əːkʉːn,əː k ʉː n,,Vasilevich1958;Oskolskaya2021,50_what-149,false,^ əː k ʉː n $,default
Solon-50_what-1,,Solon,50_what,ʊxʊŋ,ʊxʊŋ,ʊ x ʊ ŋ,,Dorji1998;Oskolskaya2021,50_what-150,false,^ ʊ x ʊ ŋ $,default
Udihe-51_childkintermn-1,,Udihe,51_childkintermn,sjitə,sjitə,s j i t ə,,Girfanova2001;Oskolskaya2021,51_childkintermn-151,false,^ s j i t ə $,default
Evenki_Strelka_Chun-51_childkintermn-1,,Evenki_Strelka_Chun,51_childkintermn,hutə,hutə,h u t ə,,Andreeva2007;Oskolskaya2021,51_childkintermn-151,false,^ h u t ə $,default
Evenki_Tutonchany-51_childkintermn-1,,Evenki_Tutonchany,51_childkintermn,hutə,hutə,h u t ə,,Kombagir2008;Oskolskaya2021,51_childkintermn-151,false,^ h u t ə $,default
Ulcha-51_childkintermn-1,,Ulcha,51_childkintermn,pjiqtə,pjiqtə,p j i q t ə,,Sunik1985;Oskolskaya2021,51_childkintermn-151,false,^ p j i q t ə $,default
Oroqen-51_childkintermn-1,,Oroqen,51_childkintermn,utə,utə,u t ə,,Hu1986;Oskolskaya2021,51_childkintermn-151,false,^ u t ə $,default
Even-51_childkintermn-1,,Even,51_childkintermn,ħut,ħut,ħ u t,,Novikova1980;Oskolskaya2021,51_childkintermn-151,false,^ ħ u t $,default
Kur_Urmi-51_childkintermn-1,,Kur_Urmi,51_childkintermn,futə,futə,f u t ə,,Sunik1958;Oskolskaya2021,51_childkintermn-151,false,^ f u t ə $,default
Oroch-51_childkintermn-1,,Oroch,51_childkintermn,xjitə,xjitə,x j i t ə,,AvrorinLebedeva1978;Oskolskaya2021,51_childkintermn-151,false,^ x j i t ə $,default
Orok-51_childkintermn-1,,Orok,51_childkintermn,putːə,putːə,p u tː ə,,Ikegami1997;Oskolskaya2021,51_childkintermn-151,false,^ p u tː ə $,default
Hezhe-51_childkintermn-1,,Hezhe,51_childkintermn,xithə,xithə,x i tʰ ə,,Zhangetal.1989;Oskolskaya2021,51_childkintermn-151,false,^ x i th ə $,default
Nanai_Najkhin-51_childkintermn-1,,Nanai_Najkhin,51_childkintermn,piktə,piktə,p i k t ə,,Onenko1980;Oskolskaya2021,51_childkintermn-151,false,^ p i k t ə $,default
Nanai_Bikin-51_childkintermn-1,,Nanai_Bikin,51_childkintermn,fjiktə,fjiktə,f j i k t ə,,Sem1976;Oskolskaya2021,51_childkintermn-151,false,^ f j i k t ə $,default
Evenki_Khamnigan-51_childkintermn-1,,Evenki_Khamnigan,51_childkintermn,hutə,hutə,h u t ə,,Tsumagari1992;Oskolskaya2021,51_childkintermn-151,false,^ h u t ə $,default
Evenki_Chiringda-51_childkintermn-1,,Evenki_Chiringda,51_childkintermn,huto,huto,h u t o,,Eldogir2007;Oskolskaya2021,51_childkintermn-151,false,^ h u t o $,default
Negidal-51_childkintermn-1,,Negidal,51_childkintermn,xutə,xutə,x u t ə,,Cincius1982;Oskolskaya2021,51_childkintermn-151,false,^ x u t ə $,default
Evenki_StonyTunguska-51_childkintermn-1,,Evenki_StonyTunguska,51_childkintermn,hʉtə,hʉtə,h ʉ t ə,,Vasilevich1958;Oskolskaya2021,51_childkintermn-151,false,^ h ʉ t ə $,default
Manchu-51_childkintermn-1,,Manchu,51_childkintermn,ʤui,ʤui,dʒ ui,,Norman1978;Oskolskaya2021,51_childkintermn-152,false,^ ʤ ui $,default
Jurchen-51_childkintermn-1,,Jurchen,51_childkintermn,ʤui,ʤui,dʒ ui,,Kane1989;Oskolskaya2021,51_childkintermn-152,false,^ ʤ ui $,default
Xibe-51_childkintermn-1,,Xibe,51_childkintermn,ɑʥi,ɑʥi,ɑ dʑ i,,Li1986;Oskolskaya2021,51_childkintermn-153,false,^ ɑ ʥ i $,default
Solon-51_childkintermn-1,,Solon,51_childkintermn,uril,uril,u r i l,,Dorji1998;Oskolskaya2021,51_childkintermn-154,false,^ u r i l $,default
Evenki_Teteya-51_childkintermn-1,,Evenki_Teteya,51_childkintermn,kuŋakan,kuŋakan,k u ŋ a k a n,is not a kinship term but the speaker said it was,Kaplina2018;Oskolskaya2021,51_childkintermn-155,false,^ k u ŋ a k a n $,default
Solon-52_eggn-1,,Solon,52_eggn,ʊmatː,ʊmatː,ʊ m a tː,< * nest-SUF,Dorji1998;Oskolskaya2021,52_eggn-156,false,^ ʊ m a tː $,default
Udihe-52_eggn-1,,Udihe,52_eggn,umukta,umukta,u m u k t a,< * umu-kta,Girfanova2001;Oskolskaya2021,52_eggn-156,false,^ u m u k t a $,default
Evenki_Strelka_Chun-52_eggn-1,,Evenki_Strelka_Chun,52_eggn,umuktaː,umuktaː,u m u k t aː,,Andreeva2007;Oskolskaya2021,52_eggn-156,false,^ u m u k t aː $,default
Evenki_Tutonchany-52_eggn-1,,Evenki_Tutonchany,52_eggn,umukta,umukta,u m u k t a,,Kombagir2008;Oskolskaya2021,52_eggn-156,false,^ u m u k t a $,default
Manchu-52_eggn-1,,Manchu,52_eggn,umɢan ~ umχan ~ umɢa,umɢan,u m ɢ a n,,Norman1978;Oskolskaya2021,52_eggn-156,false,^ u m ɢ a n $,default
Manchu-52_eggn-2,,Manchu,52_eggn,umɢan ~ umχan ~ umɢa,umχan,u m χ a n,,Norman1978;Oskolskaya2021,52_eggn-156,false,^ u m χ a n $,default
Manchu-52_eggn-3,,Manchu,52_eggn,umɢan ~ umχan ~ umɢa,umɢa,u m ɢ a,,Norman1978;Oskolskaya2021,52_eggn-156,false,^ u m ɢ a $,default
Ulcha-52_eggn-1,,Ulcha,52_eggn,omo-qta,omo-qta,o m o + q t a,nest-SUF,Sunik1985;Oskolskaya2021,52_eggn-156,false,^ o m o - q t a $,default
Oroqen-52_eggn-1,,Oroqen,52_eggn,ʊmʊkta,ʊmʊkta,ʊ m ʊ k t a,< *nest-SUF,Hu1986;Oskolskaya2021,52_eggn-156,false,^ ʊ m ʊ k t a $,default
Even-52_eggn-1,,Even,52_eggn,uˁmtaˁ,uˁmtaˁ,uˤ/u ʕ m t aˤ/a ʕ,< * nest-SUF,Novikova1980;Oskolskaya2021,52_eggn-156,false,^ uˁ m t aˁ $,default
Kur_Urmi-52_eggn-1,,Kur_Urmi,52_eggn,omoqta,omoqta,o m o q t a,nest-SUF,Sunik1958;Oskolskaya2021,52_eggn-156,false,^ o m o q t a $,default
