ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Evenki_Khamnigan-4_watern-1,,Evenki_Khamnigan,4_watern,muː,muː,m uː,,Tsumagari1992;Oskolskaya2021,4_watern-8,false,^ m uː $,default
Evenki_Chiringda-4_watern-1,,Evenki_Chiringda,4_watern,muː,muː,m uː,,Eldogir2007;Oskolskaya2021,4_watern-8,false,^ m uː $,default
Negidal-4_watern-1,,Negidal,4_watern,muː,muː,m uː,,Cincius1982;Oskolskaya2021,4_watern-8,false,^ m uː $,default
Evenki_StonyTunguska-4_watern-1,,Evenki_StonyTunguska,4_watern,mʉː,mʉː,m ʉː,,Vasilevich1958;Oskolskaya2021,4_watern-8,false,^ m ʉː $,default
Udihe-4_watern-1,,Udihe,4_watern,ulji,ulji,u l j i,,Girfanova2001;Oskolskaya2021,4_watern-9,false,^ u l j i $,default
Solon-5_mouthn-1,,Solon,5_mouthn,amːa,amːa,a mː a,,Dorji1998;Oskolskaya2021,5_mouthn-10,false,^ a mː a $,default
Udihe-5_mouthn-1,,Udihe,5_mouthn,aŋma,aŋma,a ŋ m a,,Girfanova2001;Oskolskaya2021,5_mouthn-10,false,^ a ŋ m a $,default
Evenki_Strelka_Chun-5_mouthn-1,,Evenki_Strelka_Chun,5_mouthn,amŋa,amŋa,a m ŋ a,,Andreeva2007;Oskolskaya2021,5_mouthn-10,false,^ a m ŋ a $,default
Evenki_Tutonchany-5_mouthn-1,,Evenki_Tutonchany,5_mouthn,amŋa,amŋa,a m ŋ a,,Kombagir2008;Oskolskaya2021,5_mouthn-10,false,^ a m ŋ a $,default
Manchu-5_mouthn-1,,Manchu,5_mouthn,aŋɢa,aŋɢa,a ŋ ɢ a,,Norman1978;Oskolskaya2021,5_mouthn-10,false,^ a ŋ ɢ a $,default
Ulcha-5_mouthn-1,,Ulcha,5_mouthn,aŋma,aŋma,a ŋ m a,,Sunik1985;Oskolskaya2021,5_mouthn-10,false,^ a ŋ m a $,default
Oroqen-5_mouthn-1,,Oroqen,5_mouthn,amŋa,amŋa,a m ŋ a,,Hu1986;Oskolskaya2021,5_mouthn-10,false,^ a m ŋ a $,default
Even-5_mouthn-1,,Even,5_mouthn,aˁmŋaˁ,aˁmŋaˁ,aˤ/a ʕ m ŋ aˤ/a ʕ,,Novikova1980;Oskolskaya2021,5_mouthn-10,false,^ aˁ m ŋ aˁ $,default
Kur_Urmi-5_mouthn-1,,Kur_Urmi,5_mouthn,amŋa,amŋa,a m ŋ a,,Sunik1958;Oskolskaya2021,5_mouthn-10,false,^ a m ŋ a $,default
Oroch-5_mouthn-1,,Oroch,5_mouthn,amːa,amːa,a mː a,,AvrorinLebedeva1978;Oskolskaya2021,5_mouthn-10,false,^ a mː a $,default
Jurchen-5_mouthn-1,,Jurchen,5_mouthn,aŋga,aŋga,a ŋ g a,,Kane1989;Oskolskaya2021,5_mouthn-10,false,^ a ŋ g a $,default
Orok-5_mouthn-1,,Orok,5_mouthn,ɑŋmɑ,ɑŋmɑ,ɑ ŋ m ɑ,,Ikegami1997;Oskolskaya2021,5_mouthn-10,false,^ ɑ ŋ m ɑ $,default
Evenki_Teteya-5_mouthn-1,,Evenki_Teteya,5_mouthn,amma,amma,a mː a,,Kaplina2018;Oskolskaya2021,5_mouthn-10,false,^ a mm a $,default
Hezhe-5_mouthn-1,,Hezhe,5_mouthn,amŋə,amŋə,a m ŋ ə,,Zhangetal.1989;Oskolskaya2021,5_mouthn-10,false,^ a m ŋ ə $,default
Nanai_Najkhin-5_mouthn-1,,Nanai_Najkhin,5_mouthn,aɴma,aɴma,a ɴ m a,,Onenko1980;Oskolskaya2021,5_mouthn-10,false,^ a ɴ m a $,default
Nanai_Bikin-5_mouthn-1,,Nanai_Bikin,5_mouthn,amɢa,amɢa,a m ɢ a,,Sem1976;Oskolskaya2021,5_mouthn-10,false,^ a m ɢ a $,default
Xibe-5_mouthn-1,,Xibe,5_mouthn,ɑŋ,ɑŋ,ɑ ŋ,,Li1986;Oskolskaya2021,5_mouthn-10,false,^ ɑ ŋ $,default
Evenki_Khamnigan-5_mouthn-1,,Evenki_Khamnigan,5_mouthn,amŋa,amŋa,a m ŋ a,,Tsumagari1992;Oskolskaya2021,5_mouthn-10,false,^ a m ŋ a $,default
Evenki_Chiringda-5_mouthn-1,,Evenki_Chiringda,5_mouthn,amŋa,amŋa,a m ŋ a,,Eldogir2007;Oskolskaya2021,5_mouthn-10,false,^ a m ŋ a $,default
Negidal-5_mouthn-1,,Negidal,5_mouthn,amŋa,amŋa,a m ŋ a,,Cincius1982;Oskolskaya2021,5_mouthn-10,false,^ a m ŋ a $,default
Evenki_StonyTunguska-5_mouthn-1,,Evenki_StonyTunguska,5_mouthn,amŋa,amŋa,a m ŋ a,,Vasilevich1958;Oskolskaya2021,5_mouthn-10,false,^ a m ŋ a $,default
Solon-6_tonguen-1,,Solon,6_tonguen,iŋi,iŋi,i ŋ i,,Dorji1998;Oskolskaya2021,6_tonguen-11,false,^ i ŋ i $,default
Udihe-6_tonguen-1,,Udihe,6_tonguen,iŋi,iŋi,i ŋ i,,Girfanova2001;Oskolskaya2021,6_tonguen-11,false,^ i ŋ i $,default
Manchu-6_tonguen-1,,Manchu,6_tonguen,iləŋgu,iləŋgu,i l ə ŋ g u,,Norman1978;Oskolskaya2021,6_tonguen-11,false,^ i l ə ŋ g u $,default
Ulcha-6_tonguen-1,,Ulcha,6_tonguen,siɲu,siɲu,s i ɲ u,,Sunik1985;Oskolskaya2021,6_tonguen-11,false,^ s i ɲ u $,default
Oroqen-6_tonguen-1,,Oroqen,6_tonguen,iŋːi,iŋːi,i ŋː i,,Hu1986;Oskolskaya2021,6_tonguen-11,false,^ i ŋː i $,default
Even-6_tonguen-1,,Even,6_tonguen,ienŋe,ienŋe,i/j e n ŋ e,,Novikova1980;Oskolskaya2021,6_tonguen-11,false,^ ie n ŋ e $,default
Kur_Urmi-6_tonguen-1,,Kur_Urmi,6_tonguen,iləŋgu,iləŋgu,i l ə ŋ g u,,Sunik1958;Oskolskaya2021,6_tonguen-11,false,^ i l ə ŋ g u $,default
Oroch-6_tonguen-1,,Oroch,6_tonguen,iŋi,iŋi,i ŋ i,,AvrorinLebedeva1978;Oskolskaya2021,6_tonguen-11,false,^ i ŋ i $,default
Jurchen-6_tonguen-1,,Jurchen,6_tonguen,iləŋgi,iləŋgi,i l ə ŋ g i,,Kane1989;Oskolskaya2021,6_tonguen-11,false,^ i l ə ŋ g i $,default
Orok-6_tonguen-1,,Orok,6_tonguen,ʃinu,ʃinu,ʃ i n u,,Ikegami1997;Oskolskaya2021,6_tonguen-11,false,^ ʃ i n u $,default
Hezhe-6_tonguen-1,,Hezhe,6_tonguen,iləŋqu,iləŋqu,i l ə ŋ q u,,Zhangetal.1989;Oskolskaya2021,6_tonguen-11,false,^ i l ə ŋ q u $,default
Nanai_Najkhin-6_tonguen-1,,Nanai_Najkhin,6_tonguen,siŋmwu,siŋmwu,s i ŋ m w u,,Onenko1980;Oskolskaya2021,6_tonguen-11,false,^ s i ŋ mw u $,default
Nanai_Bikin-6_tonguen-1,,Nanai_Bikin,6_tonguen,sjirmə,sjirmə,s j i r m ə,,Sem1976;Oskolskaya2021,6_tonguen-11,false,^ s j i r m ə $,default
Xibe-6_tonguen-1,,Xibe,6_tonguen,iliŋ,iliŋ,i l i ŋ,,Li1986;Oskolskaya2021,6_tonguen-11,false,^ i l i ŋ $,default
Evenki_Khamnigan-6_tonguen-1,,Evenki_Khamnigan,6_tonguen,inːi,inːi,i nː i,,Tsumagari1992;Oskolskaya2021,6_tonguen-11,false,^ i nː i $,default
Negidal-6_tonguen-1,,Negidal,6_tonguen,iɲːi ~ iɲŋi,iɲːi,i ɲː i,,Cincius1982;Oskolskaya2021,6_tonguen-11,false,^ i ɲː i $,default
Negidal-6_tonguen-2,,Negidal,6_tonguen,iɲːi ~ iɲŋi,iɲŋi,i ɲ ŋ i,,Cincius1982;Oskolskaya2021,6_tonguen-11,false,^ i ɲ ŋ i $,default
Evenki_StonyTunguska-6_tonguen-1,,Evenki_StonyTunguska,6_tonguen,ɨnːɨ,ɨnːɨ,ɨ nː ɨ,,Vasilevich1958;Oskolskaya2021,6_tonguen-11,false,^ ɨ nː ɨ $,default
Evenki_Strelka_Chun-6_tonguen-1,,Evenki_Strelka_Chun,6_tonguen,t͡ʃoːli,t͡ʃoːli,tʃ oː l i,,Andreeva2007;Oskolskaya2021,6_tonguen-12,false,^ t͡ʃ oː l i $,default
Evenki_Tutonchany-6_tonguen-1,,Evenki_Tutonchany,6_tonguen,soːliː,soːliː,s oː l iː,,Kombagir2008;Oskolskaya2021,6_tonguen-12,false,^ s oː l iː $,default
Evenki_Teteya-6_tonguen-1,,Evenki_Teteya,6_tonguen,t͡ʃoːliː,t͡ʃoːliː,tʃ oː l iː,,Kaplina2018;Oskolskaya2021,6_tonguen-12,false,^ t͡ʃ oː l iː $,default
Evenki_Chiringda-6_tonguen-1,,Evenki_Chiringda,6_tonguen,t͡ʃoliː,t͡ʃoliː,tʃ o l iː,,Eldogir2007;Oskolskaya2021,6_tonguen-12,false,^ t͡ʃ o l iː $,default
Solon-7_bloodn-1,,Solon,7_bloodn,səːʃːi,səːʃːi,s əː ʃː i,,Dorji1998;Oskolskaya2021,7_bloodn-13,false,^ s əː ʃː i $,default
Udihe-7_bloodn-1,,Udihe,7_bloodn,sakjæ,sakjæ,s a k j æ,,Girfanova2001;Oskolskaya2021,7_bloodn-13,false,^ s a k j æ $,default
Evenki_Strelka_Chun-7_bloodn-1,,Evenki_Strelka_Chun,7_bloodn,soːxsə,soːxsə,s oː x s ə,,Andreeva2007;Oskolskaya2021,7_bloodn-13,false,^ s oː xs ə $,default
Evenki_Tutonchany-7_bloodn-1,,Evenki_Tutonchany,7_bloodn,hoːkśə,hoːkśə,h oː k ś/ʃ ə,,Kombagir2008;Oskolskaya2021,7_bloodn-13,false,^ h oː k ś ə $,default
Manchu-7_bloodn-1,,Manchu,7_bloodn,səŋgji,səŋgji,s ə ŋ g j i,,Norman1978;Oskolskaya2021,7_bloodn-13,false,^ s ə ŋ g j i $,default
Ulcha-7_bloodn-1,,Ulcha,7_bloodn,səːksə,səːksə,s əː k s ə,,Sunik1985;Oskolskaya2021,7_bloodn-13,false,^ s əː ks ə $,default
Oroqen-7_bloodn-1,,Oroqen,7_bloodn,ʃɐːkʃə,ʃɐːkʃə,ʃ ɐː k ʃ ə,,Hu1986;Oskolskaya2021,7_bloodn-13,false,^ ʃ ɐː k ʃ ə $,default
Kur_Urmi-7_bloodn-1,,Kur_Urmi,7_bloodn,səksə,səksə,s ə k s ə,,Sunik1958;Oskolskaya2021,7_bloodn-13,false,^ s ə ks ə $,default
Oroch-7_bloodn-1,,Oroch,7_bloodn,səːksə,səːksə,s əː k s ə,,AvrorinLebedeva1978;Oskolskaya2021,7_bloodn-13,false,^ s əː ks ə $,default
Jurchen-7_bloodn-1,,Jurchen,7_bloodn,ʃəŋgi,ʃəŋgi,ʃ ə ŋ g i,,Kane1989;Oskolskaya2021,7_bloodn-13,false,^ ʃ ə ŋ g i $,default
Orok-7_bloodn-1,,Orok,7_bloodn,ʃəːkʃə,ʃəːkʃə,ʃ əː k ʃ ə,,Ikegami1997;Oskolskaya2021,7_bloodn-13,false,^ ʃ əː k ʃ ə $,default
Evenki_Teteya-7_bloodn-1,,Evenki_Teteya,7_bloodn,xoːkʃə,xoːkʃə,x oː k ʃ ə,,Kaplina2018;Oskolskaya2021,7_bloodn-13,false,^ x oː k ʃ ə $,default
Hezhe-7_bloodn-1,,Hezhe,7_bloodn,səkhsə,səkhsə,s ə kʰ s ə,,Zhangetal.1989;Oskolskaya2021,7_bloodn-13,false,^ s ə kh s ə $,default
Nanai_Najkhin-7_bloodn-1,,Nanai_Najkhin,7_bloodn,səːksə,səːksə,s əː k s ə,,Onenko1980;Oskolskaya2021,7_bloodn-13,false,^ s əː ks ə $,default
Nanai_Bikin-7_bloodn-1,,Nanai_Bikin,7_bloodn,səːksə,səːksə,s əː k s ə,,Sem1976;Oskolskaya2021,7_bloodn-13,false,^ s əː ks ə $,default
Xibe-7_bloodn-1,,Xibe,7_bloodn,ɕiŋ,ɕiŋ,ɕ i ŋ,,Li1986;Oskolskaya2021,7_bloodn-13,false,^ ɕ i ŋ $,default
Evenki_Khamnigan-7_bloodn-1,,Evenki_Khamnigan,7_bloodn,səːksə,səːksə,s əː k s ə,,Tsumagari1992;Oskolskaya2021,7_bloodn-13,false,^ s əː ks ə $,default
Evenki_Chiringda-7_bloodn-1,,Evenki_Chiringda,7_bloodn,hoxsə,hoxsə,h o x s ə,,Eldogir2007;Oskolskaya2021,7_bloodn-13,false,^ h o xs ə $,default
